uid,title,authors,source,year,doi,times_cited,author_keywords,document_type,wos_url,search_source
WOS:000398456200006,Prevalence and Predictors of Unmet Needs among the Elderly Residents of the Rural Field Practice Area of a Tertiary Care Centre from Northern India,"Singh, Abhishek; Bairwa, Mohan; Goel, Shewtank; Bypareddy, Ravi; Mithra, Prassana",MALAYSIAN JOURNAL OF MEDICAL SCIENCES,2016,10.21315/mjms2016.23.5.6,7,Prevalence; predictors; unmet needs; elderly; rural; Geriatric; unmet needs; elderly; rural India,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000398456200006&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000404695700001,Describing heterogeneity of unmet needs among adults with a developmental disability: An examination of the 2012 Canadian Survey on Disability,"Zwicker, Jennifer; Zaresani, Arezou; Emery, J. C. Herb",RESEARCH IN DEVELOPMENTAL DISABILITIES,2017,10.1016/j.ridd.2017.04.003,72,Autism spectrum disorder; Cerebral palsy; Employment; Education; Activities of daily living; Developmental disability,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000404695700001&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000408123300003,Socioeconomic correlates of quality of life for non-M(a)over-tildeori in advanced age: Te Pu(a)over-tildewaitanga o Nga Tapuwae Kia ora Tonu. Life and Living in Advanced Age: a Cohort Study in New Zealand (LiLACS NZ),"Kerse, Ngaire; Teh, Ruth; Moyes, Simon A.; Dyall, Lorna; Wiles, Janine L.; Kepa, Mere; Wham, Carol; Hayman, Karen J.; Connolly, Martin; Wilkinson, Tim; Wright-St Clair, Valerie; Keeling, Sally; Broad, Joanna B.; Jatrana, Santosh; Lumley, Thomas",NEW ZEALAND MEDICAL JOURNAL,2016,,7,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000408123300003&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000409228600001,The impact of frailty on healthcare utilisation in Ireland: evidence from the Irish longitudinal study on ageing,"Roe, Lorna; Normand, Charles; Wren, Maev-Ann; Browne, John; O'Halloran, Aisling M.",BMC GERIATRICS,2017,10.1186/s12877-017-0579-0,83,Frailty; Healthcare utilisation; Complex needs; Ageing; Health and social care planning,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000409228600001&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000410940300002,"""They're on the Fast Track"": Older Blacks Describe Experiences of Nursing Care Quality During Hospitalization","Carthon, J. Margo Brooks; Rearden, Jessica; Pancir, Darcy; Gamble, Kerry; Rothwell, Helyn",CLINICAL NURSING RESEARCH,2017,10.1177/1054773816674478,9,acute care setting; health care settings; clinical research areas; community-based care; disparities; minority perception of care; unmet care; qualitative; methods; staffing; nursing interventions,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000410940300002&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000414586800016,Volunteer provision of long-term care for older people in Thailand and Costa Rica,"Lloyd-Sherlock, Peter; Pot, Anne Margriet; Sasat, Siriphan; Morales-Martinez, Fernando",BULLETIN OF THE WORLD HEALTH ORGANIZATION,2017,10.2471/BLT.16.187526,19,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000414586800016&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000411974600001,A ssociations between the psychological health of patients and carers in advanced COPD,"Mi, Ella; Mi, Emma; Ewing, Gail; Mahadeva, Ravi; Gardener, A. Carole; Butcher, Hanne Holt; Booth, Sara; Farquhar, Morag",INTERNATIONAL JOURNAL OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE,2017,10.2147/COPD.S139188,29,COPD; anxiety; depression; informal carers; patient-carer dyad,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000411974600001&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000416175200002,"Needs for mobility devices, home modifications and personal assistance among Canadians with disabilities","Giesbrecht, Edward M.; Smith, Emma M.; Ben Mortenson, W.; Miller, William C.",HEALTH REPORTS,2017,,24,Activities of daily living; architectural accessibility; assistive devices; ramps; social participation; wheelchairs,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000416175200002&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000423826700080,Likelihood that expectations of informal care will be met at onset of caregiving need: a retrospective study of older adults in the USA,"Abrahamson, Kathleen; Hass, Zachary; Sands, Laura",BMJ OPEN,2017,10.1136/bmjopen-2017-017791,14,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000423826700080&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000432280300007,Depression and Unmet Needs for Assistance With Daily Activities Among Community-Dwelling Older Adults,"Xiang, Xiaoling; An, Ruopeng; Heinemann, Allen",GERONTOLOGIST,2018,10.1093/geront/gnw262,30,Depression; Long-term care; Unmet need; Adverse consequences,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000432280300007&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000434633600009,Mobility device use in people with Parkinson's disease: A 3-year follow-up study,"Kader, M.; Jonasson, S. B.; Iwarsson, S.; Odin, P.; Nilsson, M. H.",ACTA NEUROLOGICA SCANDINAVICA,2018,10.1111/ane.12942,19,assistive devices; canes; mobility; Parkinson's disease; walking aids; wheelchairs; wheeled walkers,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000434633600009&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000434968700014,Health conditions and unmet needs for assistance to perform activities of daily living among older adults with dementia in Chile,"Zhou, Yi; Slachevasky, Andrea; Calvo, Esteban",INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY,2018,10.1002/gps.4879,11,caregiver; dementia; developing country; health condition; older adult; unmet need,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000434968700014&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000438316100001,Unmet needs of activities of daily living among a community-based sample of disabled elderly people in Eastern China: a cross-sectional study,"Chen, Shen; Zheng, Jing; Chen, Chen; Xing, Ying; Cui, Yan; Ding, Yaping; Li, Xiuyun",BMC GERIATRICS,2018,10.1186/s12877-018-0856-6,60,Unmet needs; Activities of daily living; Aged; Disability; China,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000438316100001&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000438229200009,Change of Uncertainty in Illness and Unmet Care Needs in Patients With Recurrent Hepatocellular Carcinoma During Active Treatment,"Shun, Shiow-Ching; Chou, Yun-Jen; Chen, Chien-Hung; Yang, Jyh-Chin",CANCER NURSING,2018,10.1097/NCC.0000000000000487,12,Care needs; Hepatocellular carcinoma; Symptom; Uncertainty,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000438229200009&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000441490600012,Unmet supportive care needs and symptom burden in Taiwanese cancer survivors who have completed primary treatment,"Lo, Wan-Tzu; Yates, Patsy; Chan, Raymond Javan",EUROPEAN JOURNAL OF ONCOLOGY NURSING,2018,10.1016/j.ejon.2018.05.010,16,Cancer survivor; Haematological cancer; Physiological and psychosocial effects; Survivorship care; Physical symptom concerns; Solid tumor; Unmet care needs,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000441490600012&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
WOS:000444405800005,Disparities in the Prevalence of Unmet Needs and Their Consequences Among Black and White Older Adults,"Berridge, Clara; Mor, Vincent",JOURNAL OF AGING AND HEALTH,2018,10.1177/0898264317721347,30,adverse consequences; racial disparities; unmet need; long-term care,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000444405800005&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_systematic_review_main
