uid,title,authors,source,year,doi,times_cited,author_keywords,document_type,wos_url,search_source
WOS:A1992HM99500015,RESIDENCE DIFFERENCES IN FORMAL AND INFORMAL LONG-TERM CARE,"CLARK, DO",GERONTOLOGIST,1992,10.1093/geront/32.2.227,16,RURAL ELDERLY; URBAN ELDERLY; DISABILITY,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:A1992HM99500015&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:A1992JJ74800004,DETERMINANTS OF NEED AND UNMET NEED AMONG CANCER-PATIENTS RESIDING AT HOME,"MOR, V; ALLEN, SM; SIEGEL, K; HOUTS, P",HEALTH SERVICES RESEARCH,1992,,71,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:A1992JJ74800004&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:A1994NV79900020,GENDER DIFFERENCES IN SPOUSAL CAREGIVING AND UNMET NEED FOR CARE,"ALLEN, SM",JOURNALS OF GERONTOLOGY,1994,10.1093/geronj/49.4.S187,145,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:A1994NV79900020&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:A1997YE81300005,The prevalence and consequences of unmet need - Contrasts between cider and younger adults with disability,"Allen, SM; Mor, V",MEDICAL CARE,1997,10.1097/00005650-199711000-00005,176,disability; unmet need; home care,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:A1997YE81300005&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:A1997YH51700008,Adolescents report their need for and use of health care services,"ZimmerGembeck, MJ; Alexander, T; Nystrom, RJ",JOURNAL OF ADOLESCENT HEALTH,1997,10.1016/S1054-139X(97)00167-5,72,adolescents; health; access to care; underserved populations; unmet health needs,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:A1997YH51700008&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000079505200008,Unmet care demands as perceived by stroke patients: deficits in health care?,"Reimer, WJMSO; de Haan, RJ; Rijnders, PT; Limburg, M; van den Bos, GAM",QUALITY IN HEALTH CARE,1999,10.1136/qshc.8.1.30,29,stroke; patients; unmet care; community care,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000079505200008&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000086106500015,"Psychiatric morbidity, service use, and need for care in the general population: Results of the Netherlands Mental Health Survey and Incidence Study","Bijl, RV; Ravelli, A",AMERICAN JOURNAL OF PUBLIC HEALTH,2000,10.2105/AJPH.90.4.602,269,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000086106500015&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000086630500005,Unmet needs for assistance with ADLs and IADLs:: A measure of healthy life expectancy,"Carrière, Y; Légaré, J",SOCIAL INDICATORS RESEARCH,2000,10.1023/A:1007078310669,9,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000086630500005&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000168136400004,Telephone support groups for seniors with disabilities,"Stewart, M; Mann, K; Jackson, S; Downe-Wamboldt, B; Bayers, L; Slater, M; Turner, L",CANADIAN JOURNAL ON AGING-REVUE CANADIENNE DU VIEILLISSEMENT,2001,10.1017/S0714980800012137,13,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000168136400004&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000169387000007,Predictors of incident care service utilisation for mental health problems in the Dutch general population,"ten Have, M; Vollebergh, W; Bijl, RV; de Graaf, R",SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,2001,10.1007/s001270050303,32,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000169387000007&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000170750500013,Targeting risk for unmet need: Not enough help versus no help at all,"Lima, JC; Allen, SM",JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES,2001,10.1093/geronb/56.5.S302,72,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000170750500013&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000181410000022,Oral health status of rural adults in the United States,"Vargas, CM; Dye, BA; Hayes, KL",JOURNAL OF THE AMERICAN DENTAL ASSOCIATION,2002,10.14219/jada.archive.2002.0120,59,,Article; Meeting,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000181410000022&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000182077500003,Outcomes of managed care of dually eligible older persons,"Kane, RL; Homyak, P; Bershadsky, B; Lum, YS; Siadaty, MS",GERONTOLOGIST,2003,10.1093/geront/43.2.165,16,dual eligibles; managed care; Medicare; Medicaid,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000182077500003&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000183603900007,A comparison of assistive technology and personal care in alleviating disability and unmet need,"Agree, EM; Freedman, VA",GERONTOLOGIST,2003,10.1093/geront/43.3.335,65,long-term care; effectiveness; activities of daily living,Article; Meeting,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000183603900007&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000221111400022,Delays and unmet need for health care among adult primary care patients in a restructured urban public health system,"Diamant, AL; Hays, RD; Morales, LS; Ford, W; Calmes, D; Asch, S; Duan, NH; Fielder, E; Kim, S; Fielding, J; Sumner, G; Shapiro, MF; Hayes-Bautista, D; Gelberg, L",AMERICAN JOURNAL OF PUBLIC HEALTH,2004,10.2105/AJPH.94.5.783,122,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000221111400022&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000223040000010,Insurance for children with special health care needs: Patterns of coverage and burden on families to provide adequate insurance,"Davidoff, AJ",PEDIATRICS,2004,10.1542/peds.114.2.394,76,health insurance; children; chronic conditions; premiums,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000223040000010&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000230190300014,Living quarters and unmet need for personal care assistance among adults with disabilities,"Newcomer, R; Kang, T; LaPlante, M; Kaye, S",JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES,2005,10.1093/geronb/60.4.S205,48,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000230190300014&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000234604900002,Factors associated with health care utilization by the elderly in a public health care system,"Fernández-Olano, C; Hidalgo, JDLT; Cerdá-Díaz, R; Requena-Gallego, M; Sánchez-Castaño, C; Urbistondo-Cascales, L; Otero-Puime, A",HEALTH POLICY,2006,10.1016/j.healthpol.2005.02.005,88,elderly; health care utilization; physician utilization; predicting physician utilization,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000234604900002&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000268966500003,Unmet Need in Dementia Caregiving: Current Findings and Future Directions,"Anderson, Keith A.; Gaugler, Joseph E.",TOPICS IN ALZHEIMER'S DISEASE,2006,,1,,Article; Book,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000268966500003&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000242811800006,Personal care satisfaction among aged and physically disabled Medicaid beneficiaries,"Khatutsky, Galina; Anderson, Wayne L.; Wiener, Joshua M.",HEALTH CARE FINANCING REVIEW,2006,,11,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000242811800006&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000240837500007,Health care utilization among persons who are unemployed or outside the labour force,"Ahs, Annika Maria Helen; Westerling, Ragnar",HEALTH POLICY,2006,10.1016/j.healthpol.2005.10.010,65,unemployment; health care utilization; perceived unmet care needs,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000240837500007&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000242240400004,"Impact of familial adenomatous polyposis on young adults: Attitudes toward genetic testing, support, and information needs","Andrews, Lesley; Mireskandari, Shab; Jessen, Jaime; Thewes, Belinda; Solomon, Michael; Macrae, Finlay; Meiser, Bettina",GENETICS IN MEDICINE,2006,10.1097/01.gim.0000245574.75877.b9,27,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000242240400004&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000241676400023,Functional disability in elderly Nigerians: Results from the Ibadan Study of Aging,"Gureje, Oye; Ogunniyi, Adesola; Kola, Lola; Afolabi, Ebenezer",JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,2006,10.1111/j.1532-5415.2006.00944.x,96,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000241676400023&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000241787100009,Care needs assessment of older Chinese individuals with dementia of Hong Kong,"Chung, J. C. C.",AGING & MENTAL HEALTH,2006,10.1080/13607860600650532,20,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000241787100009&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000254424000079,Sustaining long term care for the elderly during dynamic national population structure changes,"Heffernan, Mark; McDonnell, Geoff","PROCEEDINGS OF THE 2007 CONFERENCE ON SYSTEMS SCIENCE, MANAGEMENT SCIENCE AND SYSTEM DYNAMICS: SUSTAINABLE DEVELOPMENT AND COMPLEX SYSTEMS, VOLS 1-10",2007,,1,demographics; aged care; long term care; service provision; health system dynamics,Meeting,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000254424000079&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000260669300002,Adjusting to personal and organisational change: Views and experiences of female nurses aged 40-60 years,"Gabrielle, Sarah; Jackson, Debra; Mannix, Judy",COLLEGIAN,2008,10.1016/j.colegn.2007.09.001,19,Ageing; Older; Female nurses; Qualitative; Feminist,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000260669300002&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000254543200016,Transition to adulthood: Delays and unmet needs among adolescents and young adults with asthma,"Scal, Peter; Davern, Michael; Ireland, Marjorie; Park, Kyong",JOURNAL OF PEDIATRICS,2008,10.1016/j.jpeds.2007.10.004,46,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000254543200016&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000255532300007,Use of eye care services and need for assistance in the visually impaired,"Laitinen, Arja; Koskinen, Seppo; Rudanko, Sirkka-Liisa; Martelin, Tuija; Laatikainen, Leila; Aromaa, Arpo",OPTOMETRY AND VISION SCIENCE,2008,10.1097/OPX.0b013e31816bea29,12,visual impairment; low vision aids; rehabilitation; need for assistance; epidemiology,Article; Meeting,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000255532300007&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000258518500013,Spousal caregiving in late midlife versus older ages: Implications of work and family obligations,"Lima, Julie C.; Allen, Susan M.; Goldscheider, Frances; Intrator, Orna",JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES,2008,10.1093/geronb/63.4.S229,60,age differences; life stage; caregiving; spouses; activities of daily living,Article; Meeting,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000258518500013&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000262810600295,IDENTIFYING DISPARITIES AND UNMET CARE NEEDS OF SPECIFIC POPULATIONS OF OLDER ADULTS,"D'Avolio, D.; Shawler, C.; Capezuti, E.",GERONTOLOGIST,2008,,0,,Abstract,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000262810600295&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000263269700001,A real-life observational study of the effectiveness of FACT in a Dutch mental health region,"Drukker, Marjan; Maarschalkerweerd, Myrte; Bak, Maarten; Driessen, Ger; Campo, Joost a; de Bie, Arthur; Poddighe, Giovanni; van Os, Jim; Delespaul, Philippe",BMC PSYCHIATRY,2008,10.1186/1471-244X-8-93,33,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000263269700001&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000212451500007,"'Your whole Life, Your whole World, It Changes': Partners' Experiences of Living with Rheumatoid Arthritis","Matheson, L.; Harcourt, D.; Hewlett, S.",MUSCULOSKELETAL CARE,2010,10.1002/msc.165,34,Burden; partners; psychosocial qualitative research; rheumatoid arthritis,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000212451500007&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000421256300003,The New Zealand informal caregivers and their unmet needs,"Jorgensen, Diane; Parsons, Matthew; Jacobs, Stephen; Arksey, Hilary",NEW ZEALAND MEDICAL JOURNAL,2010,,24,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000421256300003&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000280828900003,Exploration of Informal Caregiving Following Hip Fracture,"Nahm, Eun-Shim; Resnick, Barbara; Orwig, Denise; Magaziner, Jay; DeGrezia, Mary",GERIATRIC NURSING,2010,10.1016/j.gerinurse.2010.01.003,66,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000280828900003&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000280846500004,Correlates of quality of life in an Arab schizophrenia sample,"Zahid, Muhammad Ajmal; Ohaeri, J. U.; Elshazly, A. S.; Basiouny, M. A.; Hamoda, H. M.; Varghese, R.",SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,2010,10.1007/s00127-009-0131-4,12,Schizophrenia; Arab; Quality of life; Lancashire quality of life profile,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000280846500004&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000282322300006,Return Migration and the Health of Older Aged Parents: Evidence From Rural Thailand,"Zimmer, Zachary; Knodel, John",JOURNAL OF AGING AND HEALTH,2010,10.1177/0898264309360673,12,demography; living arrangements; Asians; families; migration,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000282322300006&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000281765900007,Use of formal and informal care services among older people in Ireland and France,"Gannon, Brenda; Davin, Berengere",EUROPEAN JOURNAL OF HEALTH ECONOMICS,2010,10.1007/s10198-010-0247-1,43,Formal and informal care; Unmet needs; Older people,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000281765900007&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000284118800001,Factors associated with hospital service satisfaction in a sample of Arab subjects with schizophrenia,"Zahid, Muhammad A.; Ohaeri, Jude U.; Al-Zayed, Adel A.",BMC HEALTH SERVICES RESEARCH,2010,10.1186/1472-6963-10-294,13,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000284118800001&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000298106100006,Unmet Need for Assistance to Perform Activities of Daily Living and Psychological Distress in Community-Dwelling Elderly Women,"Quail, Jacqueline M.; Wolfson, Christina; Lippman, Abby",CANADIAN JOURNAL ON AGING-REVUE CANADIENNE DU VIEILLISSEMENT,2011,10.1017/S0714980811000493,28,aging/vieillissment; unmet need; disability; elderly; mental health,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000298106100006&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000288093500010,Identification of community-residing individuals with dementia and their unmet needs for care,"Johnston, D.; Samus, Q. M.; Morrison, A.; Leoutsakos, J. S.; Hicks, K.; Handel, S.; Rye, R.; Robbins, B.; Rabins, P. V.; Lyketsos, C. G.; Black, B. S.",INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY,2011,10.1002/gps.2527,62,dementia; needs assessment; community outreach; caregivers; telephone screen; in-home dementia evaluation; home-based dementia care,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000288093500010&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000291188800003,Unmet need for treatment in the eating disorders: A systematic review of eating disorder specific treatment seeking among community cases,"Hart, Laura M.; Granillo, M. Teresa; Jorm, Anthony F.; Paxton, Susan J.",CLINICAL PSYCHOLOGY REVIEW,2011,10.1016/j.cpr.2011.03.004,445,Eating disorders; Treatment seeking; Systematic review; Unmet need for care,Review,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000291188800003&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000301570800004,"Satisfaction of Needs of Disabled People 60 and over According to Care Provider. Spain, 2008","Rogero-Garcia, Jesus; Ahmed-Mohamed, Karim",REVISTA ESPANOLA DE SALUD PUBLICA,2011,10.1590/S1135-57272011000600004,4,Aged; Frail elderly; Disabled persons; Caregivers; Family Caregivers; Home care services; Needs assessment; Spain,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000301570800004&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000300935400013,Late-life depression: systematic assessment of care needs as a basis for treatment,"Houtjes, W.; van Meijel, B.; Deeg, D. J. H.; Beekman, A. T. F.",JOURNAL OF PSYCHIATRIC AND MENTAL HEALTH NURSING,2012,10.1111/j.1365-2850.2011.01823.x,5,art of nursing; depression; rural mental health,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000300935400013&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000304614200004,A systematic review of unmet needs of newly diagnosed older cancer patients undergoing active cancer treatment,"Puts, M. T. E.; Papoutsis, A.; Springall, E.; Tourangeau, A. E.",SUPPORTIVE CARE IN CANCER,2012,10.1007/s00520-012-1450-7,190,Systematic review; Geriatric oncology; Supportive care needs; Frail elderly; Newly diagnosed cancer; Unmet needs,Review,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000304614200004&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000308357500001,Emerging organisational models of primary healthcare and unmet needs for care: insights from a population-based survey in Quebec province,"Levesque, Jean-Frederic; Pineault, Raynald; Hamel, Marjolaine; Roberge, Daniele; Kapetanakis, Costas; Simard, Brigitte; Prud'homme, Alexandre",BMC FAMILY PRACTICE,2012,10.1186/1471-2296-13-66,47,Primary care; Unmet needs for care; Primary healthcare organization; Vulnerability,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000308357500001&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000321023700010,Psychotic Experiences and Psychotic Disorders at Age 18 in Relation to Psychotic Experiences at Age 12 in a Longitudinal Population-Based Cohort Study,"Zammit, Stanley; Kounali, Daphne; Cannon, Mary; David, Anthony S.; Gunnell, David; Heron, Jon; Jones, Peter B.; Lewis, Shon; Sullivan, Sarah; Wolke, Dieter; Lewis, Glyn",AMERICAN JOURNAL OF PSYCHIATRY,2013,10.1176/appi.ajp.2013.12060768,280,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000321023700010&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000322504600002,(In)Formal Support and Unmet Needs in The National Long-Term Care Survey,"Davey, Adam; Takagi, Emiko; Sundstrom, Gerdt; Malmberg, Bo",JOURNAL OF COMPARATIVE FAMILY STUDIES,2013,,13,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000322504600002&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000322915100010,Assessment without action; a randomised evaluation of the <i>inter</i>RAI home care compared to a national assessment tool on identification of needs and service provision for older people in New Zealand,"Parsons, Matthew; Senior, Hugh; Chen, Xenia Mei-Hu; Jacobs, Stephen; Parsons, John; Sheridan, Nicolette; Kenealy, Timothy",HEALTH & SOCIAL CARE IN THE COMMUNITY,2013,10.1111/hsc.12045,23,access to health-care; access to support; assessment; care of elderly people; care planning and management; older person,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000322915100010&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000326352500019,Lack of motivation for treatment associated with greater care needs and psychosocial problems,"Stobbe, Jolanda; Wierdsma, Andre I.; Kok, Rob M.; Kroon, Hans; Depla, Marja; Roosenschoon, Bert-Jan; Mulder, Cornelis L.",AGING & MENTAL HEALTH,2013,10.1080/13607863.2013.807422,8,assertive community treatment; CANE; elderly; difficult-to-engage; severe mental illness,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000326352500019&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000326030300004,"Cancer survivors with self-reported late effects: their health status, care needs and service utilisation","Treanor, Charlene; Santin, Olinda; Mills, Moyra; Donnelly, Michael",PSYCHO-ONCOLOGY,2013,10.1002/pon.3304,20,cancer; oncology; late effects; quality of life; health service use,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000326030300004&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000325426200017,Unmet support needs and distress among women with a <i>BRCA1</i>/<i>2</i> mutation,"Farrelly, Ashley; White, Victoria; Meiser, Bettina; Jefford, Michael; Young, Mary-Anne; Ieropoli, Sandra; Winship, Ingrid; Duffy, Jessica",FAMILIAL CANCER,2013,10.1007/s10689-012-9596-5,24,BRCA1/2; Psychological distress; Unmet needs; Breast/ovarian cancer; Impact of Events Scale,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000325426200017&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000327535000005,Parents' Perspectives of Cleft Lip and/or Palate Services: A Qualitative Interview,"Nelson, Pauline A.; Kirk, Susan A.",CLEFT PALATE CRANIOFACIAL JOURNAL,2013,10.1597/11-293,41,adolescents; children; cleft services; grounded theory; information; parents' perspectives; qualitative methods,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000327535000005&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
WOS:000327735600026,Disabled older people's use of health and social care services and their unmet care needs in six European countries,"Bien, Barbara; McKee, Kevin J.; Doehner, Hanneli; Triantafillou, Judith; Lamura, Giovanni; Doroszkiewicz, Halina; Krevers, Barbro; Kofahl, Christopher",EUROPEAN JOURNAL OF PUBLIC HEALTH,2013,10.1093/eurpub/cks190,50,,Article,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=wos-lit-review_kkk&SrcAuth=WosAPI&KeyUT=WOS:000327735600026&DestLinkType=FullRecord&DestApp=WOS_CPL,wos_unmet_care_supplement
